"","comuna","2011","2012","2013","2014","2015","2016","2017","2018","2022","class","prob1","prob2"
"20","Calle Larga",NA,0.841409691629956,0.859126984126984,0.65,NA,NA,0.0684563758389262,0.0835443037974684,0.811279826464208,"2",0.432,0.568
"21","Canela",NA,NA,NA,NA,NA,0.0967741935483871,0.684549356223176,0.523605150214592,0.626506024096386,"2",0.05,0.95
"22","Cañete",0.309066843150232,0.527596439169139,0.396463205932687,0.554683411826269,0.615422639644093,0.473222530009234,0.599389712292938,0.386672325976231,0.364149611856034,"1",0.86,0.14
"23","Carahue",0.203302373581011,0.601921024546425,0.380295566502463,0.373307543520309,0.544270833333333,0.26320272572402,0.101438304314913,0.261237785016287,0.435418768920283,"1",0.924,0.076
"24","Cartagena",0.00330396475770925,0.501525940996948,0.428979980934223,0.00659521846661171,0.109062980030722,0.187417218543046,0.309309309309309,0.350276243093923,0.286889211417513,"1",0.991,0.009
"25","Casablanca",0.556442417331813,0.920965971459934,0.526173285198556,0.596137699412259,0.506289308176101,0.484011627906977,0.068073519400953,0.66688874083944,0.537335285505124,"2",0.156,0.844
"26","Castro",0.200645161290323,0.220997679814385,0.177375068643602,0.00805152979066022,0.095166163141994,0.167673014398514,0.18232044198895,0.394250513347023,0.723893805309734,"1",0.891,0.109
"27","Catemu",0.422131147540984,0.469858156028369,0.195161290322581,0.361426256077796,NA,0.487316421895861,0.504447268106734,0.250309789343247,0.567045454545455,"1",0.545,0.455
"28","Cauquenes",0.350208457415128,0.463015245623941,0.534351145038168,0.714221218961625,0.606210621062106,0.579313342025206,0.664104882459313,0.401499375260308,0.280360860513532,"1",0.952,0.048
"29","Cerrillos",0.0248946763692072,0.0882467786021086,0.104864864864865,0.0970662803332126,0.10126582278481,0.0573951434878587,0.103637791154148,0.0152,0.0356807511737089,"1",1,0
"30","Cerro Navia",0.0364372469635627,0.0181159420289855,0.0759644930010242,0.0532525510204082,0.0947336561743341,0.152383737935069,0.149251562272925,0.143452541005647,0.295873573309921,"1",0.999,0.001
"31","Chañaral",NA,NA,0.16,0.161888701517707,0.253488372093023,0.25511811023622,0.272863568215892,0.240131578947368,0.00134952766531714,"1",0.996,0.004
"32","Chanco",NA,NA,0.569160997732426,0.718468468468468,0.810606060606061,0.640831758034026,0.640322580645161,0.586370839936609,0.415990730011587,"2",0.158,0.842
"33","Chépica",NA,NA,NA,0.584938704028021,0.511078286558346,0.402453987730061,0.408,0.367283950617284,0.218571428571429,"1",0.949,0.051
"34","Chiguayante",0.331481481481481,0.476432401919277,0.395530726256983,0.326302414231258,0.272051773729626,0.354310742277547,0.191743119266055,0.147494707127735,0.146680286006129,"1",0.999,0.001
"35","Chillán",0.371650131143802,0.43824531516184,0.494560838033844,0.474850809889173,0.329470348574015,0.499738812467352,0.635078969243558,0.513410260408545,0.46444410460315,"2",0.286,0.714
"36","Chillán Viejo",0.316729323308271,0.45777027027027,0.297855440826052,0.541666666666667,0.387820512820513,0.529556650246305,0.435160065111232,0.791067761806982,0.677802197802198,"2",0.02,0.98
"37","Chimbarongo",0.0291627469426152,NA,NA,NA,NA,0.263709180529883,0.462703962703963,0.285166940339354,0.192679002413516,"1",0.999,0.001
"38","Cholchol",NA,NA,NA,NA,NA,0.0785854616895874,0.229445506692161,0.278846153846154,0.768421052631579,"1",0.931,0.069
"39","Chonchi",0.268131868131868,0.0073394495412844,0.516835016835017,0.159754224270353,0.267229254571027,0.220293724966622,0.360675512665863,0.315230224321133,0.299256505576208,"1",0.997,0.003
"40","Cobquecura",NA,NA,NA,NA,NA,NA,NA,NA,0.650727650727651,"2",0.219,0.781
"41","Codegua",0.304147465437788,0.316455696202532,NA,0.426415094339623,0.205555555555556,0.404109589041096,0.3968,0.193265007320644,0.561576354679803,"1",0.939,0.061
"42","Coelemu",0.541720154043646,0.39440203562341,0.35028901734104,0.344108446298227,0.566448801742919,0.834230355220667,0.77720207253886,0.68046198267565,0.637978142076503,"2",0.005,0.995
"43","Coihaique",0.168466522678186,0.0875232774674116,0.138252756573367,0.2149302707137,0.371287128712871,0.339113680154143,0.550295857988166,0.306878306878307,0.335740072202166,"1",0.914,0.086
"44","Coihueco",0.524492234169654,0.336057201225741,0.129577464788732,0.258037922506183,0.348942598187311,0.192795196797865,0.719604421175102,0.691123653155464,0.639712488769093,"2",0.064,0.936
"45","Coinco",NA,NA,NA,NA,NA,NA,0.796420581655481,0.938053097345133,0.398009950248756,"2",0.024,0.976
"46","Colbún",0.195822454308094,NA,0.648535564853556,0.704154002026342,0.50046685340803,0.619683069224354,0.253365003958828,0.585618977020015,0.290697674418605,"2",0.368,0.632
"47","Colina",0.0861466821885914,0.00668896321070234,0.0818212940773708,0.133958270335652,0.265560165975104,0.365212955878602,0.362551740930119,0.722869545350697,0.784874290348743,"2",0.036,0.964
"48","Collipulli",0.375685557586837,0.683530678148547,0.271245634458673,0.165154264972777,0.544364508393285,0.302003081664099,0.751094890510949,0.326766304347826,0.0946419629444166,"1",0.997,0.003
"49","Coltauco",0.0907407407407407,0.177133655394525,0.170807453416149,0.101865136298422,0.459459459459459,0.40311004784689,0.112723214285714,0.252049180327869,0.177434908389585,"1",0.989,0.011
"50","Combarbalá",0.378099173553719,0.516699410609037,0.467857142857143,0.467408585055644,0.460949464012251,0.473684210526316,0.453566621803499,0.520833333333333,0.540217391304348,"2",0.21,0.79
"51","Concepción",0.222208997857653,0.343618965702613,0.370440691515939,0.187138863000932,0.313507043550318,0.425513324595893,0.331023409110116,0.248145094806265,0.365986520173576,"1",0.977,0.023
"52","Conchalí",0.00104329681794471,0.0219358797361559,0.0414108239326003,0.113002042205582,0.0396596858638743,0.0379697286012526,0.158923584666159,0.287962037962038,0.369129398570027,"1",0.992,0.008
"53","Concón",0.246449456975773,0.11633281972265,0.0481203007518797,0.16,0.0752182672934856,0.564375,0.686322188449848,0.0167966406718656,0.877903513996426,"2",0.323,0.677
"54","Constitución",0.137609649122807,0.345679012345679,0.199401794616152,0.12,0.219246861924686,0.339001848428836,0.260753711457937,0.22404181184669,0.402922169148637,"1",0.952,0.048
"55","Contulmo",NA,NA,NA,NA,NA,0.509009009009009,0.526970954356846,0.362725450901804,0.20545746388443,"1",0.971,0.029
"56","Copiapó",0.112827586206897,0.119372787051088,0.192762364294331,0.203310175725378,0.0835618943134028,0.189594207779087,0.165289256198347,0.269438862266193,0.0626656274356976,"1",0.999,0.001
"57","Coquimbo",0.183104820875719,0.310034129692833,0.346356916578669,0.59347463681829,0.443742639974307,0.42904093217807,0.227053615346778,0.409671532846715,0.402718168812589,"1",0.752,0.248
"58","Coronel",0.353352529823118,0.278922040423484,0.282841571133246,0.256155890168291,0.239607201309329,0.314533622559653,0.330286051312297,0.30071773839168,0.256240723249224,"1",0.977,0.023
"59","Corral",NA,NA,NA,NA,NA,NA,NA,NA,0.381395348837209,"1",0.713,0.287
"60","Cunco",0.175038051750381,0.0898876404494382,0.143799472295515,0.199257425742574,0.523702031602709,0.232484076433121,0.248490945674044,0.269230769230769,0.417536534446764,"1",0.966,0.034
"61","Curacautín",0.565379825653798,0.329341317365269,0.27536231884058,0.304540420819491,0.313368983957219,0.245039682539683,0.812688821752266,0.276633840644584,0.453212290502793,"1",0.991,0.009
"62","Curacaví",NA,0.133393017009848,0.312320916905444,0.343099460292984,0.198297872340426,0.42511013215859,0.277235161532682,0.521408839779006,0.350729086722947,"1",0.707,0.293
"63","Curanilahue",0.14391353811149,0.433281813498197,0.192642787996128,0.276133209990749,0.444444444444444,0.099445155783184,0.51618189266694,0.520400307929176,0.718988358089121,"2",0.194,0.806
"64","Curarrehue",NA,NA,NA,NA,NA,NA,NA,NA,0.175398633257403,"1",0.93,0.07
"65","Curepto",NA,0.258970358814353,0.254872563718141,0.298719772403983,0.0821917808219178,0.222222222222222,0.385441527446301,0.357482185273159,0.339875111507583,"1",0.888,0.112
"66","Curicó",0.0749744984699082,0.0562005721016322,0.263049341583373,0.350723763570567,0.210904480135249,0.25691857370942,0.241151845744006,0.186549239391513,0.162159284497445,"1",0.999,0.001
"67","Dalcahue",0.197278911564626,0.313253012048193,0.51004016064257,0.280612244897959,0.503852080123267,0.426829268292683,0.518134715025907,0.349323493234932,0.409803921568627,"1",0.963,0.037
"68","Diego de Almagro",NA,NA,NA,NA,0.223655913978495,0.212996389891697,0.395793499043977,0.312839059674503,NA,"1",0.989,0.011
"69","Doñihue",0.231481481481481,0.216524216524217,0.318356867779204,0.243589743589744,0.399518652226233,0.338302752293578,0.424273858921162,0.527504911591356,0.560056858564321,"2",0.308,0.692
"70","El Bosque",0.0441843452816386,0.0602994738972076,0.105188175234477,0.102146814404432,0.224550898203593,0.160306112174001,0.289381119878315,0.271854425749817,0.431594531045894,"1",0.98,0.02
"71","El Carmen",0.554441260744986,0.667134831460674,0.746835443037975,0.677675033025099,0.803897685749086,0.713362068965517,0.401598401598402,0.797405189620758,0.973684210526316,"2",0.005,0.995
"72","El Monte",0.240760295670539,0.173254835996636,0.599836333878887,0.383248730964467,0.155794320798158,0.649135987978963,0.344470046082949,0.455713319810683,0.399682371625199,"1",0.63,0.37
"73","El Quisco",0.24585635359116,0.211267605633803,0.172972972972973,0.0635359116022099,0.512531328320802,0.241860465116279,0.288442211055276,0.328584149599288,0.240490006447453,"1",0.989,0.011
"74","El Tabo",0.0868055555555556,0.529837251356239,0.167721518987342,0.174382716049383,0.209335219236209,0.300136425648022,0.323232323232323,0.229787234042553,0.14018691588785,"1",0.995,0.005
"75","Ercilla",NA,NA,NA,NA,0.373831775700935,0.289029535864979,0.294243070362473,0.404452690166976,0.181679389312977,"1",0.993,0.007
"76","Estación Central",0.0235336712527154,0.0483494498166055,0.0137801440651425,0.102578634173987,0.133960345704118,0.117868044141817,0.342967244701349,0.0890181167524044,0.0128326996197719,"1",1,0
"77","Florida",0.272277227722772,0.325581395348837,0.722935779816514,0.66785079928952,0.336092715231788,0.758333333333333,0.572530864197531,0.667601683029453,0.356345177664975,"2",0.021,0.979
"78","Freire",0.565533980582524,0.348936170212766,0.390779363336992,0.255958549222798,0.382409177820268,0.101500441306267,0.121434392828036,0.0574886535552194,0.271483305966065,"1",0.999,0.001
"79","Freirina",NA,NA,NA,NA,NA,NA,NA,0.702078521939954,0.443037974683544,"2",0.181,0.819
"80","Fresia",0.298611111111111,0.271364317841079,0.335235378031384,0.789017341040462,0.360433604336043,0.569811320754717,0.218457943925234,0.491544532130778,0.162942271880819,"1",0.87,0.13
"81","Frutillar",0.289106145251397,0.468058968058968,0.197802197802198,0.771834061135371,0.651162790697674,0.609375,0.683333333333333,0.677062374245473,0.738211382113821,"2",0.009,0.991
"82","Futrono",0.321060382916053,0.289719626168224,0.271704180064309,0.197869101978691,0.322459222082811,0.325728770595691,0.407954545454545,0.435010482180293,0.577922077922078,"1",0.853,0.147
"83","Galvarino",0.0195694716242661,0.366733466933868,0.275229357798165,0.331623931623932,0.803191489361702,0.0451807228915663,0.539017341040462,0.428381962864721,0.376278118609407,"1",0.89,0.11
"84","Gorbea",NA,0.257142857142857,0.263855421686747,0.00294695481335953,0.143261074458058,0.286311389759666,0.0805687203791469,0.131374243733794,0.421887390959556,"1",0.998,0.002
"85","Graneros",0.658303464755078,0.667049368541906,NA,0.577235772357724,0.153628652214892,0.397828232971372,0.0475799835931091,0.401626016260163,0.915697674418605,"2",0.234,0.766
"86","Hijuelas",NA,0.174311926605505,NA,NA,0.00185356811862836,0.0102389078498294,0.0381543921916593,0.491774891774892,0.356656948493683,"1",0.976,0.024
"87","Hualaihué",NA,NA,NA,NA,NA,NA,NA,NA,0.776143790849673,"2",0.078,0.922
"88","Hualañé",0.00439882697947214,NA,0.00166944908180301,0.0124653739612188,0.142270861833105,0.197903014416776,0.178799489144317,0.204993429697766,0.186573670444638,"1",0.999,0.001
"89","Hualpén",0.254635352286774,0.364694701829413,0.415412769418463,0.412884043607532,0.332195472511678,0.207952087838962,0.140987896630684,0.22827804107425,0.424331671952877,"1",0.994,0.006
"90","Hualqui",0.0673316708229426,0.362459546925566,0.453428863868987,0.265360641139804,0.284572342126299,0.403918613413715,0.636918382913806,0.434311224489796,0.252790178571429,"2",0.205,0.795
"91","Huasco",0.0394431554524362,0.277013752455796,0.12810707456979,NA,0.11973018549747,0.305785123966942,0.324915824915825,0.400998336106489,0.145506419400856,"1",0.978,0.022
"92","Huechuraba",0.127595445411922,0.179305912596401,0.0717168581185967,0.367204899777283,0.329316216924286,0.235609756097561,0.299976673664567,0.328965205603253,0.639420289855072,"1",0.675,0.325
"93","Illapel",NA,0.553435114503817,0.040104620749782,0.394909688013136,0.360165975103734,0.342065868263473,0.205933682373473,0.15982312065698,0.395206527281999,"1",0.946,0.054
"94","Independencia",0.0973191333088505,0.0954561465304685,0.17845554834523,0.073013198539736,0.4316974054392,0.341715976331361,0.377804367334729,0.322505800464037,0.328718071138697,"1",0.911,0.089
"95","Iquique",0.22810188989318,0.237997796316701,0.211470546687385,0.144347372538793,0.188649178720275,0.176208433321906,0.238614423622942,0.36705235422156,0.214723926380368,"1",0.994,0.006
"96","Isla de Maipo",NA,0.0221300138312586,0.047741935483871,0.450117370892019,0.354605993340733,0.37027027027027,0.274527867342239,0.489202291758484,0.438461538461538,"1",0.909,0.091
"97","La Cisterna",0.254947613504075,0.157310704960836,0.224143451809158,0.400702987697715,0.333333333333333,0.41235167206041,0.384975305432805,0.383162439287642,0.630038652678078,"1",0.542,0.458
"98","La Cruz",NA,NA,0.397094430992736,0.145522388059701,NA,NA,0.778501628664495,NA,0.620362381363244,"2",0.009,0.991
"99","La Florida",0.334895711272557,0.453926850014176,0.536142646398563,0.393633686321198,0.408068011335223,0.399195171026157,0.588456266815574,0.531503863681395,0.196915014584466,"1",0.743,0.257
"100","La Granja",0.114625228519196,0.247714048212801,0.363779527559055,0.341929998582967,0.357259380097879,0.47842448569995,0.372525203449532,0.396642906415268,0.18430424828288,"1",0.991,0.009
"101","La Ligua",0.122254758418741,0.174031271244052,0.280580075662043,0.0466520307354555,NA,0.0112781954887218,0.520729684908789,0.571929824561404,0.772094926350245,"2",0.117,0.883
"102","La Pintana",0.244874274661509,0.269366641433258,0.374702239161505,0.490281246606581,0.362061980960097,0.342530922930542,0.396310155774084,0.378696676262758,0.155850727387729,"1",0.986,0.014
"103","La Reina",0.334237655995659,0.388447270800212,0.677290836653386,0.730662983425414,0.545758462181362,0.578067672238076,0.30048270313757,0.532525252525253,0.412464124641246,"2",0.12,0.88
"104","La Serena",0.326561784023217,0.454518736223365,0.336986681465039,0.318736630174909,0.386873920552677,0.251148369315572,0.198507800135655,0.314062664838063,0.644679300291545,"1",0.61,0.39
"105","La Unión",0.184604419101924,0.21584038694075,0.179354094579008,0.208095781071836,0.24560546875,0.510060832943379,0.36864406779661,0.290482076637824,0.195297686765264,"1",0.991,0.009
"106","Lago Ranco",0.659043659043659,0.481060606060606,0.441988950276243,0.458553791887125,0.521531100478469,0.605590062111801,0.755485893416928,0.452312138728324,0.5234375,"2",0.448,0.552
"107","Laja",0.220950704225352,0.289049919484702,0.353474320241692,0.437762237762238,0.560942760942761,0.458574181117534,0.496897913141568,0.824973319103522,0.557619248628113,"2",0.1,0.9
"108","Lampa",0.00927357032457496,0.0144654088050314,0.0340022296544036,0.0349237579931136,0.0710189677988531,0.0895883777239709,0.542471746263215,0.628823929299796,0.621207282018524,"1",0.589,0.411
"109","Lanco",0.443886097152429,0.496923076923077,0.433908045977011,0.46135831381733,0.422857142857143,0.258771929824561,0.551495016611296,0.539561487130601,0.398349587396849,"1",0.71,0.29
"110","Las Cabras",0.106430155210643,0.119838872104733,0.130712979890311,0.0149875104079933,0.270167427701674,0.0911680911680912,0.31201044386423,0.168525402726146,0.407221664994985,"1",0.967,0.033
"111","Las Condes",0.325402070940736,0.373022659256092,0.326373403608352,0.233547490883834,0.428708501247361,0.594086512137251,0.546030023512389,0.53829936753338,0.529910184714455,"2",0.363,0.637
"112","Lautaro",0.224548736462094,0.444993819530284,0.25706771860618,0.427414690572585,0.184490623416118,0.148655256723716,0.53422756706753,0.419395465994962,0.368334968923781,"1",0.898,0.102
"113","Lebu",0.573956121726822,0.380330123796424,0.373268698060942,0.192763157894737,0.430410790925812,0.1830900243309,0.387719298245614,0.415723981900453,0.409803921568627,"1",0.938,0.062
"114","Licantén",NA,NA,0.430232558139535,0.377470355731225,0.37396694214876,0.463937621832359,0.485928705440901,0.668468468468468,0.493300852618758,"2",0.08,0.92
"115","Limache",NA,0.129593810444874,0.282088469905729,0.0870552611657835,0.301711840228245,0.165660051768766,0.187208527648235,0.238300935925126,0.439890710382514,"1",0.977,0.023
"116","Linares",0.131298162418494,0.336318407960199,0.0748635300233949,0.151507208387942,0.198321891685736,0.28132501200192,0.189234300020864,0.346496322106078,0.400679694137638,"1",0.98,0.02
"117","Litueche",NA,NA,NA,NA,NA,NA,0.704651162790698,0.6,0.228094575799722,"1",0.544,0.456
"118","Llaillay",NA,0.195550351288056,0.141814389989572,0.293153326904532,0.130240856378234,0.258680555555556,0.609053497942387,0.534053156146179,0.124074074074074,"1",0.994,0.006
"119","Llanquihue",0.264705882352941,0.42540494458653,0.337243401759531,0.564126394052045,0.511013215859031,0.463310580204778,0.457021276595745,0.311881188118812,0.0922832140015911,"1",0.994,0.006
"120","Lo Barnechea",0.0371287128712871,0.0585893060295791,0.0833775889537971,0.372037914691943,0.329545454545455,0.571797076526225,0.323642582300128,0.318219291014015,0.403050108932462,"2",0.427,0.573
"121","Lo Espejo",NA,NA,NA,0.0080567811241128,0.0536696377773563,0.11603299856528,0.210871944545786,0.220731707317073,0.233597399959374,"1",0.998,0.002
"122","Lo Prado",0.158348236059177,0.1509349289454,0.0446091455740456,0.0692808646251905,0.193103448275862,0.345212187159956,0.352925132960589,0.316372863247863,0.301712950947314,"1",0.928,0.072
"123","Lolol",NA,NA,NA,NA,NA,0.687074829931973,0.792016806722689,0.378048780487805,0.393225331369661,"2",0.035,0.965
"124","Loncoche",NA,0.299465240641711,0.00306435137895812,0.00281954887218045,0.152046783625731,0.0120772946859903,0.0373376623376623,0.251127819548872,0.326681870011403,"1",0.999,0.001
"125","Longaví",0.247659574468085,0.21773612112473,0.354098360655738,NA,0.0258241758241758,0.103540772532189,0.265376984126984,0.325570342205323,0.519871537535126,"1",0.565,0.435
"126","Lonquimay",NA,NA,NA,NA,NA,NA,NA,NA,0.598,"2",0.3,0.7
"127","Los Álamos",0.471458773784355,0.452695829094608,0.280547409579668,0.413855970829535,0.000865051903114187,0.433884297520661,0.241167434715822,0.0582800284292822,0.268463611859838,"1",0.997,0.003
"128","Los Andes",0.112299465240642,0.111407859595574,0.0928702010968921,0.03086014445174,0.221212121212121,0.200984651028092,0.178737713398862,0.357010336602173,0.301927860696517,"1",0.997,0.003
"129","Los Ángeles",0.284798404331101,0.228048168590065,0.200975145677251,0.270291219134094,0.268111518111518,0.374939338056877,0.532441471571906,0.478041883891491,0.400401996118658,"1",0.858,0.142
"130","Los Lagos",0.152486187845304,0.20594262295082,NA,0.38,0.268209083119109,0.474327628361858,0.556482183472327,0.517264725795532,0.789734075448361,"2",0.088,0.912
"131","Los Muermos",0.458267716535433,0.462466487935657,0.51593137254902,0.426616915422886,0.578784757981462,0.647954329210276,0.608617594254937,0.686206896551724,0.429590017825312,"2",0.361,0.639
"132","Los Sauces",NA,NA,NA,NA,0.0111856823266219,0.15,0.800751879699248,0.351304347826087,0.0101302460202605,"1",0.971,0.029
"133","Los Vilos",0.469187675070028,0.348091603053435,0.415307402760351,0.235227272727273,0.329308452250274,0.231335436382755,0.555205047318612,0.581188997338066,0.309766763848397,"1",0.815,0.185
"134","Lota",0.177049180327869,0.251519756838906,0.198571428571429,0.0699860724233983,0.276744186046512,0.366954851104707,0.308014354066986,0.325050563420977,0.384967672413793,"1",0.96,0.04
"135","Lumaco",NA,0.662790697674419,0.384615384615385,0.41044776119403,0.331081081081081,0.354632587859425,0.743323442136498,0.203081232492997,0.174831892411143,"1",0.981,0.019
"136","Machalí",0.531113058720421,0.421862348178138,0.516757599376461,0.373676248108926,NA,NA,0.431599229287091,0.687793427230047,0.453766350924673,"2",0.111,0.889
"137","Macul",0.0579890051427558,0.0898912348048624,0.154533273782939,0.133655839668279,0.390159112180773,0.42818039624609,0.12915491230222,0.298664792691497,0.219052893935198,"1",0.987,0.013
"138","Máfil",NA,NA,NA,NA,0.231441048034935,0.485355648535565,0.778705636743215,0.4824016563147,0.391071428571429,"1",0.603,0.397
"139","Maipú",0.101429101707498,0.0965652433307764,0.068093533399345,0.163678712591756,0.203822885828292,0.0808109981515712,0.25983367048775,0.234625993834172,0.147046501885212,"1",0.998,0.002
"140","Malloa",0.0199335548172757,0.7696,0.0237037037037037,0.0946327683615819,0.138814016172507,0.136191677175284,0.195093457943925,0.0842572062084257,0.0961123110151188,"1",1,0
"141","Marchihue",NA,NA,NA,NA,NA,0.621564482029598,0.482328482328482,0.782258064516129,0.257352941176471,"1",0.593,0.407
"142","María Pinto",NA,NA,NA,NA,0.111111111111111,0.129934210526316,0.197346600331675,0.0444444444444444,0.107458912768647,"1",0.999,0.001
"143","Mariquina",0.428409090909091,0.114316239316239,0.245833333333333,0.142161635832522,0.277413308341143,0.323181049069374,0.481878088962109,0.579613095238095,0.543859649122807,"2",0.146,0.854
"144","Maule",NA,0.170361726954492,0.301176470588235,0.25,0.359111111111111,0.462882096069869,0.33356890459364,0.430625,0.540734109221128,"2",0.462,0.538
"145","Maullín",0.641904761904762,0.0909090909090909,0.181114551083591,0.662015503875969,0.459079283887468,0.30162703379224,0.610849056603774,0.645989304812834,0.339656729900632,"1",0.653,0.347
"146","Mejillones",NA,NA,NA,NA,0.114107883817427,0.27027027027027,0.279106858054226,0.238172920065253,0.226086956521739,"1",0.987,0.013
"147","Melipeuco",NA,NA,NA,NA,NA,NA,NA,NA,0.457207207207207,"1",0.574,0.426
"148","Melipilla",0.069410815173527,0.0291688177594218,0.0673994193280796,0.10188679245283,0.106620808254514,0.113032542053136,0.355154028436019,0.147894658532956,0.313300195812622,"1",0.998,0.002
"149","Molina",0.300991131977047,0.183289817232376,0.437851662404092,0.206649616368286,0.250333481547354,0.571750902527076,0.325188804975566,0.392553622015378,0.433160903893275,"1",0.762,0.238
"150","Monte Patria",0.016304347826087,0.192998204667864,0.178512396694215,0.242664551942902,0.207334273624824,0.30566534914361,0.419029615626969,0.162904209884076,0.144965735371639,"1",0.993,0.007
"151","Mostazal",NA,0.453781512605042,NA,NA,NA,0.500415627597672,0.348412698412698,0.099609375,0.374525745257453,"1",0.889,0.111
"152","Mulchén",0.248813559322034,0.258845437616387,0.296385542168675,0.546952224052718,0.507969151670951,0.479228486646884,0.582082551594747,0.547662694775435,0.383801532287486,"2",0.269,0.731
"153","Nacimiento",0.170356703567036,0.2,0.221873364730508,0.24446583253128,0.475576036866359,0.436012572968119,0.29680170575693,0.360050356693244,0.0957840236686391,"1",0.958,0.042
"154","Nancagua",0.00609756097560976,0.159502262443439,0.117336152219873,0.392749244712991,0.246153846153846,0.333333333333333,0.372413793103448,0.477541371158392,0.363164721141375,"1",0.858,0.142
"155","Natales",0.0775075987841945,0.106990014265335,0.0372836218375499,0.388821385176185,0.410974244120941,0.246808510638298,0.281376518218623,0.411313518696069,0.197183098591549,"1",0.991,0.009
"156","Navidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0.996,0.004
"157","Negrete",0.527426160337553,0.435992578849722,NA,0.648522550544324,0.565028901734104,0.718875502008032,0.386392811296534,0.483796296296296,0.329203539823009,"2",0.319,0.681
"158","Ninhue",NA,NA,NA,NA,0.66304347826087,0.6,0.428571428571429,0.49288256227758,0.640583554376658,"2",0.009,0.991
"159","Ñiquén",0.415094339622642,0.655714285714286,0.683229813664596,0.739890710382514,0.742857142857143,0.696750902527076,0.633869441816462,0.595829991980754,0.470347648261759,"2",0.017,0.983
"160","Nogales",NA,0.0209471766848816,NA,0.268185801928133,0.366477272727273,0.351375332741792,0.471153846153846,0.414762741652021,0.266222961730449,"1",0.749,0.251
"161","Nueva Imperial",0.123572170301142,0.32078853046595,0.301405975395431,0.33442892358258,0.314716981132075,0.14105123087159,0.208308605341246,0.0817501439263097,0.283858998144712,"1",0.988,0.012
"162","Ñuñoa",0.0163616792249731,0.0823506289308176,0.092353876037436,0.345231455660904,0.33184274268679,0.394151417294582,0.336962643138727,0.327582902050987,0.294687941829933,"1",0.982,0.018
